Location,Key,Value,State,FactSource
Croydon Park Extension,Electorate,Port Adelaide,SA 
Prospect Central,Electorate,Port Adelaide,SA 
Yantaringa North,Electorate,Mayo,SA 
Hahndorf North,Electorate,Mayo,SA 
Kensington,Electorate,Adelaide,SA 
Harrowville,Electorate,Port Adelaide,SA 
Oonah,Electorate,Braddon,TAS 
Remnah Place,Electorate,Adelaide,SA 
Woodville Gardens,Electorate,Port Adelaide,SA 
Prospect South,Electorate,Port Adelaide,SA 
COONALPYN,Electorate,Barker,GA 
Tumbeela,Electorate,Mayo,SA 
Verdun,Electorate,Mayo,SA 
Grunthall,Electorate,Mayo,SA 
Grunthal,Electorate,Mayo,SA 
Prospect Village,Electorate,Port Adelaide,SA 
Victoria Rock,Electorate,O'Connor,WA 
Wirrega,Electorate,Barker,SA 
Woodhouse Closer Settlement Estate,Electorate,Mayo,SA 
East Adelaide College Park Extention,Electorate,Port Adelaide,SA 
Medindie,Electorate,Port Adelaide,SA 
Medindee,Electorate,Port Adelaide,SA 
Medindi,Electorate,Port Adelaide,SA 
Stepney,Electorate,Port Adelaide,SA 
The Myrtle,Electorate,Port Adelaide,SA 
The Briars,Electorate,Port Adelaide,SA 
Emu Flat,Electorate,Barker,SA 
Tenterdon,Electorate,Port Adelaide,SA 
Prospect North,Electorate,Port Adelaide,SA 
Greenhill,Electorate,Sturt,SA 
Beresford,Electorate,Port Adelaide,SA 
Mount George,Electorate,Mayo,SA 
Woodville Gardens Extension,Electorate,Port Adelaide,SA 
Prospect West,Electorate,Port Adelaide,SA 
Roseville,Electorate,Adelaide,SA 
East Adelaide,Electorate,Port Adelaide,SA 
Littlehampton,Electorate,Mayo,SA 
NOORAT EAST,Electorate,Wannon,VIC 
Tumbeela Park,Electorate,Mayo,SA 
Verdun Park,Electorate,Mayo,SA 
Grunthal Park,Electorate,Mayo,SA 
Bannycubba,Electorate,Barker,SA 
Rogues Point,Electorate,Grey,SA 
Dudley Park,Electorate,Port Adelaide,SA 
Gilberton,Electorate,Port Adelaide,SA 
Gilberton North,Electorate,Port Adelaide,SA 
North Kensington,Electorate,Adelaide,SA 
Mount Barker Springs,Electorate,Mayo,SA 
North Maitland,Electorate,Grey,SA 
St Helens Estate,Electorate,Port Adelaide,SA 
St Peters,Electorate,Port Adelaide,SA 
Kensington Oval,Electorate,Adelaide,SA 
Ferryden Park,Electorate,Port Adelaide,SA 
Kensington North,Electorate,Adelaide,SA 
Boskenna,Electorate,Adelaide,SA 
Clifton South,Electorate,Port Adelaide,SA 
Clifton North,Electorate,Port Adelaide,SA 
Salem,Electorate,Mayo,SA 
Adelaide East,Electorate,Port Adelaide,SA 
Bardini,Electorate,Port Adelaide,SA 
Bardini Estate,Electorate,Port Adelaide,SA 
Erindale,Electorate,Adelaide,SA 
Rosaville,Electorate,Adelaide,SA 
Mechanics Town,Electorate,Port Adelaide,SA 
Beulah Park,Electorate,Adelaide,SA 
Athol Park,Electorate,Port Adelaide,SA 
Cranbourne,Electorate,Adelaide,SA 
Norwood Park,Electorate,Adelaide,SA 
Streaky Bay South Estate,Electorate,Grey,SA 
Bonny View,Electorate,Adelaide,SA 
Maylands,Electorate,Adelaide,SA 
Flinders South,Electorate,Grey,SA 
Dudley Park,Electorate,Port Adelaide,SA 
SIMPSON,Electorate,Wannon,VIC 
Athol Farm Estate,Electorate,Port Adelaide,SA 
Medindie Gardens,Electorate,Port Adelaide,SA 
Felton Court,Electorate,Adelaide,SA 
Carrondown,Electorate,Port Adelaide,SA 
Oxford,Electorate,Port Adelaide,SA 
Prospect,Electorate,Port Adelaide,SA 
Clifton,Electorate,Sturt,SA 
Stonyfell,Electorate,Sturt,SA 
North Kensington Park,Electorate,Adelaide,SA 
St Michaels,Electorate,Adelaide,SA 
Andrewville,Electorate,Mayo,SA 
Kensington Park,Electorate,Adelaide,SA 
Tam O'Shanter Belt,Electorate,Port Adelaide,SA 
Flinders,Electorate,Grey,SA 
Streaky Bay,Electorate,Grey,SA 
Streaky Bay,Electorate,Grey,SA 
North Norwood,Electorate,Adelaide,SA 
Errabenie,Electorate,Port Adelaide,SA 
Hilton,Electorate,Port Adelaide,SA 
Highbury,Electorate,Port Adelaide,SA 
Errabenie,Electorate,Port Adelaide,SA 
Wageecunning,Electorate,O'Connor,WA 
South Yilgarn,Electorate,O'Connor,WA 
Woodville North Estate,Electorate,Port Adelaide,SA 
Rebensberg,Electorate,Mayo,SA 
VICTORIA POINT,Electorate,Wannon,VIC 
Prospect East,Electorate,Port Adelaide,SA 
Hardwicke,Electorate,Port Adelaide,SA 
Ottoway,Electorate,Port Adelaide,SA 
Beulah Estate,Electorate,Adelaide,SA 
Mansfield Park,Electorate,Port Adelaide,SA 
New Prospect,Electorate,Port Adelaide,SA 
Hardwicke North,Electorate,Port Adelaide,SA 
BULLAHARRE,Electorate,Wannon,VIC 
Trinity Gardens,Electorate,Adelaide,SA 
James Well,Electorate,Grey,SA 
James Wells,Electorate,Grey,SA 
Blakeney,Electorate,Port Adelaide,SA 
Errabenie North,Electorate,Port Adelaide,SA 
Evandale,Electorate,Adelaide,SA 
Claraville,Electorate,Port Adelaide,SA 
Flinders South,Electorate,Grey,SA 
Streaky Bay,Electorate,Grey,AHO 
Joslin,Electorate,Port Adelaide,SA 
GLENORMISTON,Electorate,Wannon,VIC 
Reepham,Electorate,Port Adelaide,SA 
STREAKY BAY,Electorate,Grey,GA 
Haldon Gardens,Electorate,Adelaide,SA 
Prospect Hill,Electorate,Port Adelaide,SA 
Highbury North,Electorate,Port Adelaide,SA 
Errabenie South,Electorate,Port Adelaide,SA 
Armton North,Electorate,Port Adelaide,SA 
Northarmton,Electorate,Port Adelaide,SA 
Highbury North,Electorate,Port Adelaide,SA 
South Nailsworth,Electorate,Port Adelaide,SA 
Junction Road Estate,Electorate,Port Adelaide,SA 
Brecon Park,Electorate,Port Adelaide,SA 
Burwood,Electorate,Port Adelaide,SA 
St Johns Wood,Electorate,Port Adelaide,SA 
Kensington Gardens,Electorate,Adelaide,SA 
Nailsworth,Electorate,Port Adelaide,SA 
Prospect Hill Extension,Electorate,Port Adelaide,SA 
Llandower,Electorate,Adelaide,SA 
Yantaringa,Electorate,Mayo,SA 
SUMMERTOWN,Electorate,Sturt,GA 
Summertown,Electorate,Sturt,SA 
Walkerville,Electorate,Port Adelaide,SA 
Sassafras Estate,Electorate,Port Adelaide,SA 
Wattle Park Extension,Electorate,Sturt,SA 
Corryton Extension,Electorate,Adelaide,SA 
Wadderin,Electorate,O'Connor,WA 
Brookton,Electorate,O'Connor,WA 
Rosebery,Electorate,Port Adelaide,SA 
Collinswood,Electorate,Port Adelaide,SA 
Wattle Park,Electorate,Sturt,SA 
Hardwicke East,Electorate,Port Adelaide,SA 
Kopi,Electorate,Grey,SA 
Angle Park,Electorate,Port Adelaide,SA 
Tam O'shanter Belt East,Electorate,Port Adelaide,SA 
Bakewell Town,Electorate,Adelaide,SA 
Regency Park,Electorate,Port Adelaide,SA 
Eton Park,Electorate,Adelaide,SA 
Royston Park Extension,Electorate,Port Adelaide,SA 
Royston Park,Electorate,Port Adelaide,SA 
Prospect Estate,Electorate,Port Adelaide,SA 
Airlie Park,Electorate,Port Adelaide,SA 
Streaky Bay Extension,Electorate,Grey,SA 
Ambleside,Electorate,Mayo,SA 
Newstead,Electorate,Adelaide,SA 
Maryvale,Electorate,Grey,SA 
St Morris,Electorate,Adelaide,SA 
North Walkerville,Electorate,Port Adelaide,SA 
Maydena,Electorate,Lyons,TAS 
Payneham South,Electorate,Adelaide,SA 
Kumminin,Electorate,O'Connor,WA 
Holmesdale,Electorate,Adelaide,SA 
Mount Wells,Electorate,Canning,WA 
MOORALLA,Electorate,Wannon,VIC 
Seaforth,Electorate,Port Adelaide,SA 
Karkarook,Electorate,Grey,SA 
Prospect Park,Electorate,Port Adelaide,SA 
Ellaville,Electorate,Port Adelaide,SA 
BOORCAN,Electorate,Wannon,VIC 
Rugby South,Electorate,Port Adelaide,SA 
Myrtle Holme,Electorate,Port Adelaide,SA 
Rosslyn Park,Electorate,Adelaide,SA 
Cannawigara,Electorate,Barker,SA 
Walkerville Estate,Electorate,Port Adelaide,SA 
Corryton,Electorate,Adelaide,SA 
Custon,Electorate,Barker,SA 
Custon,Electorate,Barker,SA 
Blakiston Park,Electorate,Mayo,SA 
MAYDENA,Electorate,Lyons,GA 
WYELANGTA,Electorate,Corangamite,VIC 
Wingfield South,Electorate,Port Adelaide,SA 
New Plymouth,Electorate,Port Adelaide,SA 
Marrinup,Electorate,Canning,WA 
Border Town Park,Electorate,Barker,SA 
Rugby,Electorate,Port Adelaide,SA 
St Ives,Electorate,Mayo,SA 
Marden West,Electorate,Port Adelaide,SA 
Payneham,Electorate,Port Adelaide,SA 
Mount Barker Summit,Electorate,Mayo,SA 
Windsor,Electorate,Port Adelaide,SA 
Tranmere Park,Electorate,Adelaide,SA 
Horsnell Gully,Electorate,Sturt,SA 
Islington,Electorate,Port Adelaide,SA 
BROOKTON,Electorate,O'Connor,GA 
Firle,Electorate,Adelaide,SA 
Newark,Electorate,Port Adelaide,SA 
Sefton Park Extension,Electorate,Port Adelaide,SA 
Sefton Park,Electorate,Port Adelaide,SA 
Magill Estate,Electorate,Adelaide,SA 
Brookton,Electorate,O'Connor,WA 
Cunningham,Electorate,Grey,SA 
Blakiston,Electorate,Mayo,SA 
Olive Farm Estate,Electorate,Port Adelaide,SA 
Broadview Gardens,Electorate,Port Adelaide,SA 
Beaconsfield,Electorate,Port Adelaide,SA 
Walkerville North Estate,Electorate,Port Adelaide,SA 
Coolup,Electorate,Canning,WA 
TANDAROOK SOUTH,Electorate,Wannon,VIC 
Marden,Electorate,Port Adelaide,SA 
GLENORMISTON SOUTH,Electorate,Wannon,VIC 
Payneham North,Electorate,Port Adelaide,SA 
Islington Park,Electorate,Port Adelaide,SA 
Sunnybrae Farm,Electorate,Port Adelaide,SA 
URAIDLA,Electorate,Mayo,GA 
New Wingfield,Electorate,Port Adelaide,SA 
Vale Park,Electorate,Port Adelaide,SA 
Enfield Park,Electorate,Port Adelaide,SA 
Border Town West,Electorate,Barker,SA 
Kilburn,Electorate,Port Adelaide,SA 
Chicago,Electorate,Port Adelaide,SA 
Staughton,Electorate,Mayo,SA 
Border Town South,Electorate,Barker,SA 
Uraidla,Electorate,Mayo,SA 
DOPEWORA,Electorate,Mallee,VIC 
DOPEWARRA,Electorate,Mallee,VIC 
Skye,Electorate,Sturt,SA 
Dingley Dell,Electorate,Port Adelaide,SA 
South Enfield,Electorate,Port Adelaide,SA 
NAROGHID,Electorate,Wannon,VIC 
Tranmere,Electorate,Adelaide,SA 
Kilroo Corner,Electorate,Grey,SA 
Cholla,Electorate,Barker,SA 
Carey Gully,Electorate,Mayo,SA 
Hamilton,Electorate,Port Adelaide,SA 
Rouse,Electorate,Barker,SA 
Broadview,Electorate,Port Adelaide,SA 
West Wingfield,Electorate,Port Adelaide,SA 
Home Park,Electorate,Adelaide,SA 
Murray Park,Electorate,Adelaide,SA 
KOLORA,Electorate,Wannon,VIC 
Glynde Road Estate,Electorate,Adelaide,SA 
Gorragonning,Electorate,O'Connor,WA 
Giles Park,Electorate,Sturt,SA 
Meelon,Electorate,Canning,WA 
Auldana,Electorate,Sturt,SA 
Styx,Electorate,Lyons,TAS 
Lake Clifton,Electorate,Canning,WA 
CARLISLE RIVER,Electorate,Wannon,VIC 
Magill,Electorate,Adelaide,SA 
Peckham,Electorate,Adelaide,SA 
Wingfield,Electorate,Port Adelaide,SA 
North Bannister,Electorate,O'Connor,WA 
Glynde,Electorate,Port Adelaide,SA 
Enfield North Extension,Electorate,Port Adelaide,SA 
Enfield North,Electorate,Port Adelaide,SA 
Manningham,Electorate,Port Adelaide,SA 
Harrow,Electorate,Port Adelaide,SA 
Hampstead Heath,Electorate,Port Adelaide,SA 
Hampstead,Electorate,Port Adelaide,SA 
Islington Gardens,Electorate,Port Adelaide,SA 
Mount Barker Junction,Electorate,Mayo,SA 
Boothby,Electorate,Grey,SA 
Border Town,Electorate,Barker,SA 
Bordertown,Electorate,Barker,SA 
Bordertown,Electorate,Barker,SA 
East Payneham Extension,Electorate,Port Adelaide,SA 
Finchley,Electorate,Adelaide,SA 
Blyth Town,Electorate,Mayo,SA 
Preolenna,Electorate,Braddon,TAS 
Petwood,Electorate,Mayo,SA 
University Blocks,Electorate,Barker,SA 
Blair Athol,Electorate,Port Adelaide,SA 
Tiparra West,Electorate,Grey,SA 
Millicent,Electorate,Port Adelaide,SA 
East Payneham,Electorate,Port Adelaide,SA 
Albro,Electorate,Port Adelaide,SA 
Bergining,Electorate,Canning,WA 
Felixstow Gardens Extension,Electorate,Port Adelaide,SA 
Felixstow,Electorate,Port Adelaide,SA 
BORDERTOWN,Electorate,Barker,GA 
Heidelberg,Electorate,Port Adelaide,SA 
Pine Corner,Electorate,Grey,SA 
Rosslyn,Electorate,Port Adelaide,SA 
SAINT KILDA JUNCTION,Electorate,Mcmillan,VIC 
CORNUCOPIA,Electorate,La Trobe,VIC 
TYENNA,Electorate,Mallee,VIC 
MOUNT EVELYN,Electorate,Casey,VIC 
GEMBROOK (COMMUNITY CENTRE GROUNDS) NEIGHBOURHOOD SAFER PLACE,Electorate,La Trobe,VIC 
STRATHDALE,Electorate,Bendigo,VIC 
YARRAYNE,Electorate,Murray,VIC 
NINDA,Electorate,Mallee,VIC 
GEMBROOK,Electorate,La Trobe,GA 
MOUNT ECCLES SOUTH,Electorate,Mcmillan,VIC 
BORUNG,Electorate,Murray,VIC 
STRATHFIELDSAYE,Electorate,Bendigo,VIC 
WHITTLESEA,Electorate,Mcewen,GA 
SALISBURY PLAINS,Electorate,Murray,VIC 
Stieglitz,Electorate,Lyons,TAS 
LILYDALE,Electorate,Mcewen,VIC 
WOODVALE,Electorate,Bendigo,VIC 
BYLANDS,Electorate,Mcewen,VIC 
Mollerin,Electorate,Durack,WA 
DUMBALK,Electorate,Mcmillan,VIC 
WHITTLESEA (A.F. WALKER RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcewen,VIC 
BAYNTON EAST,Electorate,Mcewen,VIC 
MACCLESFIELD,Electorate,Casey,VIC 
PANTON HILL,Electorate,Mcewen,VIC 
NULLA VALE,Electorate,Bendigo,VIC 
TYNONG NORTH,Electorate,La Trobe,VIC 
Black Rock,Electorate,Grey,SA 
Dalton,Electorate,Grey,SA 
Black Rock,Electorate,Grey,SA 
YAN YEAN,Electorate,Mcewen,VIC 
Stieglitz,Electorate,Lyons,AHO 
MOUNT EVELYN (MORRISON RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Casey,VIC 
EAGLEHAWK,Electorate,Bendigo,VIC 
COTTLES BRIDGE,Electorate,Mcewen,VIC 
NYARRIN,Electorate,Mallee,VIC 
JUNORTOUN (LORDS RACEWAY) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
Menzies,Electorate,O'Connor,WA 
STIEGLITZ,Electorate,Lyons,GA 
MOUNT ECCLES,Electorate,Mcmillan,VIC 
Town Ward  Menzies,Electorate,O'Connor,WA 
KIMBOLTON,Electorate,Bendigo,VIC 
MIA MIA,Electorate,Bendigo,VIC 
EAST BENDIGO,Electorate,Bendigo,VIC 
Morchard,Electorate,Grey,SA 
Morchard,Electorate,Grey,SA 
JACKASS FLAT,Electorate,Bendigo,VIC 
Cleary,Electorate,Durack,WA 
EAGLEHAWK NORTH,Electorate,Bendigo,VIC 
FOUR WINDS,Electorate,Bendigo,VIC 
SPLIT ROCK CORNER,Electorate,Mcewen,VIC 
BUNYIP,Electorate,Mcmillan,GA 
Ballidu,Electorate,Durack,WA 
Ballidu,Electorate,Durack,WA 
BOOROOL,Electorate,Mcmillan,VIC 
LONGWARRY,Electorate,Mcmillan,VIC 
BUNYIP,Electorate,Mcmillan,VIC 
WYMLET,Electorate,Mallee,VIC 
East Ballidu,Electorate,Durack,WA 
WHITE HILLS,Electorate,Bendigo,VIC 
Gabalong,Electorate,Durack,WA 
GLENVALE,Electorate,Mcewen,VIC 
Mindanda,Electorate,O'Connor,WA 
TETOORA ROAD,Electorate,Mcmillan,VIC 
Akaroa,Electorate,Lyons,TAS 
PORT FRANKLIN,Electorate,Mcmillan,VIC 
MOSQUITO FLAT,Electorate,Bendigo,VIC 
MOSQUITO CREEK,Electorate,Bendigo,VIC 
Port Franklin,Electorate,Mcmillan,AHO 
TORWOOD,Electorate,Mcmillan,VIC 
Maralinga,Electorate,Grey,SA 
KALPIENUNG,Electorate,Mallee,VIC 
BOORT WEST,Electorate,Murray,VIC 
WOOREEN,Electorate,Mcmillan,VIC 
WILLOWMAVIN,Electorate,Mcewen,VIC 
KURNWILL,Electorate,Mallee,VIC 
Akaroa,Electorate,Lyons,AHO 
ROB ROY,Electorate,Mcewen,VIC 
JUNORTOUN,Electorate,Bendigo,VIC 
COLDSTREAM WEST,Electorate,Mcewen,VIC 
WOOREEN,Electorate,Mcmillan,VIC 
ROB ROY,Electorate,Mcewen,VIC 
SEA LAKE,Electorate,Mallee,GA 
GLENLOTH EAST,Electorate,Mallee,VIC 
ARTHURS CREEK,Electorate,Mcewen,VIC 
WANDIN EAST,Electorate,Casey,VIC 
WANDIN YALLOCK,Electorate,Casey,VIC 
Rushy Lagoon,Electorate,Bass,TAS 
Menzies,Electorate,O'Connor,WA 
DROUIN SOUTH,Electorate,Mcmillan,VIC 
GARFIELD NORTH,Electorate,Mcmillan,VIC 
WANDIN NORTH (RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Casey,VIC 
SERPENTINE,Electorate,Murray,VIC 
EPPALOCK,Electorate,Bendigo,VIC 
UPPER PLENTY,Electorate,Mcewen,VIC 
CHRISTMAS HILLS,Electorate,Mcewen,VIC 
SEBASTIAN,Electorate,Bendigo,VIC 
COLDSTREAM (HALLEY SUPPLE RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcewen,VIC 
The Ten Mile,Electorate,Grey,SA 
WANDIN NORTH,Electorate,Casey,VIC 
FERNDALE,Electorate,Mcmillan,VIC 
TRIDA,Electorate,Mcmillan,VIC 
CULGOA,Electorate,Mallee,VIC 
BENNISON,Electorate,Mcmillan,VIC 
GLENHOPE EAST,Electorate,Mcewen,VIC 
MCSWEENEY CORNER,Electorate,Mcewen,VIC 
BOIGBEAT,Electorate,Mallee,VIC 
NINYEUNOOK,Electorate,Mallee,VIC 
WHITES CORNER,Electorate,La Trobe,VIC 
EMU FLAT,Electorate,Mcewen,VIC 
Binalong Bay,Electorate,Lyons,TAS 
Murtho,Electorate,Grey,SA 
SERPENTINE (JANIEMBER PARK (FORMERLY SERPENTINE RECREATION RESERVE) OVAL) NEIGHBOURHOOD SAFER PLACE,Electorate,Murray,VIC 
Amyton,Electorate,Grey,SA 
Amyton,Electorate,Grey,SA 
Koojan,Electorate,Durack,WA 
Koojan,Electorate,Durack,WA 
SMITHS GULLY,Electorate,Mcewen,VIC 
EPSOM,Electorate,Bendigo,VIC 
DOLLAR,Electorate,Mcmillan,VIC 
MARDAN SOUTH,Electorate,Mcmillan,VIC 
NANGANA,Electorate,Casey,VIC 
ROWNACK,Electorate,Mallee,VIC 
Binalong Bay,Electorate,Lyons,AHO 
KILMORE,Electorate,Mcewen,GA 
LONGWARRY,Electorate,Mcmillan,GA 
MYSIA,Electorate,Murray,VIC 
BONNY BRAE,Electorate,Mcmillan,VIC 
BONNIE BRAE,Electorate,Mcmillan,VIC 
Ballidu West,Electorate,Durack,WA 
CARMICHAEL,Electorate,Mcmillan,VIC 
HEATHCOTE JUNCTION,Electorate,Mcewen,GA 
MIA MIA,Electorate,Bendigo,VIC 
LARDNER,Electorate,Mcmillan,VIC 
HEATHCOTE JUNCTION,Electorate,Mcewen,VIC 
KILMORE,Electorate,Mcewen,VIC 
WOOLSHED CORNER,Electorate,Murray,VIC 
WOORARRA WEST,Electorate,Mcmillan,VIC 
BUNYIP NORTH,Electorate,Mcmillan,VIC 
ST ANDREWS,Electorate,Mcewen,GA 
BINALONG BAY,Electorate,Lyons,GA 
GUM TREE FLAT,Electorate,Bendigo,VIC 
LONGWARRY,Electorate,Mcmillan,VIC 
OUYEN (BLACKBURN PARK) NEIGHBOURHOOD SAFER PLACE,Electorate,Mallee,VIC 
Minvalara,Electorate,Grey,SA 
WHITTLESEA,Electorate,Mcewen,VIC 
QUEENSTOWN,Electorate,Mcewen,VIC 
ST ANDREWS,Electorate,Mcewen,VIC 
SAINT ANDREWS,Electorate,Mcewen,VIC 
WANDONG,Electorate,Mcewen,GA 
OUYEN,Electorate,Mallee,GA 
ASCOT,Electorate,Bendigo,VIC 
SEBASTIAN,Electorate,Bendigo,VIC 
WONGA WONGA,Electorate,Mcmillan,VIC 
WANDONG,Electorate,Mcewen,VIC 
MEADOW VALLEY,Electorate,Bendigo,VIC 
SHEEDY HEIGHTS,Electorate,Bendigo,VIC 
Symonds,Electorate,O'Connor,WA 
WHIPSTICK,Electorate,Bendigo,VIC 
CYPRESS GROVE,Electorate,Mcmillan,VIC 
BERRYS CREEK,Electorate,Mcmillan,VIC 
YERRING,Electorate,Mcewen,VIC 
DURHAM DOWNS,Electorate,Murray,VIC 
YABAMAC,Electorate,Mcewen,VIC 
YERING,Electorate,Mcewen,VIC 
SEVILLE,Electorate,Casey,GA 
Two Wells,Electorate,Grey,SA 
HUMEVALE,Electorate,Mcewen,VIC 
Pichi Richi,Electorate,Grey,SA 
KNOBS JUNCTION,Electorate,Mcewen,VIC 
SEVILLE,Electorate,Casey,VIC 
YELLINGBO,Electorate,Casey,VIC 
TRIDA,Electorate,Mcmillan,VIC 
COLDSTREAM,Electorate,Mcewen,VIC 
Pekina,Electorate,Grey,SA 
Orroroo,Electorate,Grey,SA 
Orroroo,Electorate,Grey,SA 
ORROROO,Electorate,Grey,GA 
SEAVIEW,Electorate,Mcmillan,VIC 
Orroroo Extension,Electorate,Grey,SA 
BARRAPORT WEST,Electorate,Mallee,VIC 
HIGH CAMP,Electorate,Mcewen,VIC 
ELLINBANK,Electorate,Mcmillan,VIC 
MARDAN,Electorate,Mcmillan,VIC 
LAKE EPPALOCK,Electorate,Bendigo,VIC 
TOWANINNY,Electorate,Mallee,VIC 
WONGA,Electorate,Mcmillan,VIC 
CATUMNAL,Electorate,Murray,VIC 
HENWOODS,Electorate,Mcmillan,VIC 
LONGLEA,Electorate,Bendigo,VIC 
HALLSTON,Electorate,Mcmillan,VIC 
Orroroo East,Electorate,Grey,SA 
GEMBROOK,Electorate,Mcewen,VIC 
The Gardens,Electorate,Lyons,TAS 
TONIMBUK,Electorate,Mcmillan,VIC 
MITTONS BRIDGE,Electorate,Mcewen,VIC 
DUMBALK NORTH,Electorate,Mcmillan,VIC 
TOORA,Electorate,Mcmillan,VIC 
OUYEN,Electorate,Mallee,VIC 
Urrala Estate,Electorate,Grey,SA 
Bunketch,Electorate,Durack,WA 
NANDALY,Electorate,Mallee,VIC 
ST ANDREWS,Electorate,Mcewen,VIC 
EAGLE NEST,Electorate,Mcewen,VIC 
HALLSTON,Electorate,Mcmillan,VIC 
BEARS LAGOON,Electorate,Murray,VIC 
Kulja,Electorate,Durack,WA 
LONGWARRY NORTH,Electorate,Mcmillan,VIC 
WARRAGUL SOUTH,Electorate,Mcmillan,VIC 
YARRARA,Electorate,Mallee,VIC 
TOORA,Electorate,Mcmillan,GA 
Toora,Electorate,Mcmillan,AHO 
YARRA GLEN,Electorate,Mcewen,GA 
SEA LAKE,Electorate,Mallee,VIC 
MILFORD,Electorate,Mcmillan,VIC 
AUCHMORE,Electorate,Murray,VIC 
BULLS SWAMP,Electorate,Mcmillan,VIC 
BULL SWAMP,Electorate,Mcmillan,VIC 
TURTONS CREEK,Electorate,Mcmillan,VIC 
HUNTLY,Electorate,Bendigo,VIC 
SEVILLE EAST,Electorate,Casey,VIC 
TIMS CORNER,Electorate,Mcewen,VIC 
DROUIN,Electorate,Mcmillan,VIC 
SEVILLE EAST,Electorate,Casey,GA 
WARRAGUL WEST,Electorate,Mcmillan,VIC 
DERRINAL,Electorate,Bendigo,VIC 
WOORNACK,Electorate,Mallee,VIC 
KINGLAKE WEST,Electorate,Mcewen,VIC 
TOWANINNY,Electorate,Mallee,VIC 
HUNTLY,Electorate,Bendigo,GA 
COKUM,Electorate,Mallee,VIC 
RAYWOOD,Electorate,Murray,VIC 
KINGLAKE WEST,Electorate,Mcewen,VIC 
YARRA GLEN,Electorate,Mcewen,VIC 
MORANDING,Electorate,Mcewen,VIC 
YARRA GLEN (YARRA VALLEY RACING CENTRE/RACECOURSE TRACK) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcewen,VIC 
ST ANDREWS NORTH,Electorate,Mcewen,VIC 
SAINT ANDREWS NORTH,Electorate,Mcewen,VIC 
BOOLARONG,Electorate,Mcmillan,VIC 
BOORONGIE NORTH,Electorate,Mallee,VIC 
BOORANGIE NORTH,Electorate,Mallee,VIC 
Barry Beach,Electorate,Mcmillan,AHO 
WELLSFORD,Electorate,Bendigo,VIC 
DROUIN,Electorate,Mcmillan,GA 
South Gippsland Highway,Electorate,Mcmillan,AHO 
Yathroo,Electorate,Durack,WA 
HEATHCOTE SOUTH,Electorate,Bendigo,VIC 
LINDSAY POINT,Electorate,Mallee,VIC 
BOORONGIE,Electorate,Mallee,VIC 
BOORANGIE,Electorate,Mallee,VIC 
West Ballidu,Electorate,Durack,WA 
STRATHEWEN,Electorate,Mcewen,VIC 
GRUYERE,Electorate,Casey,VIC 
BEENAK,Electorate,Mcewen,VIC 
Coomooroo,Electorate,Grey,SA 
Walebing,Electorate,Durack,WA 
Clampton,Electorate,O'Connor,WA 
HODDLES CREEK,Electorate,Mcewen,VIC 
BOORT,Electorate,Murray,GA 
KILLARA,Electorate,Casey,VIC 
KILMORE EAST,Electorate,Mcewen,VIC 
North Beacon,Electorate,Durack,WA 
WOORI YALLOCK,Electorate,Casey,VIC 
Herndermuning,Electorate,Durack,WA 
Walebing,Electorate,Durack,WA 
Kingswood,Electorate,Grey,SA 
Itali Itali,Electorate,Grey,SA 
PYALONG,Electorate,Mcewen,VIC 
MOUNT BEST,Electorate,Mcmillan,VIC 
YANKEE CREEK,Electorate,Bendigo,VIC 
Parnaroo,Electorate,Grey,SA 
Yadgena,Electorate,Durack,WA 
BIMBOURIE,Electorate,Mallee,VIC 
FERNIHURST,Electorate,Murray,VIC 
AGNES,Electorate,Mcmillan,VIC 
Nilgen,Electorate,Pearce,WA 
WOORI YALLOCK,Electorate,Casey,GA 
AXEDALE,Electorate,Bendigo,GA 
PYALONG,Electorate,Mcewen,GA 
Poverty Corner,Electorate,Grey,SA 
Musselroe Bay,Electorate,Bass,TAS 
ROBIN HOOD,Electorate,Mcmillan,VIC 
WHISKEY CREEK,Electorate,Mcmillan,VIC 
RIVERVIEW,Electorate,Mcmillan,VIC 
Bindi Bindi,Electorate,Durack,WA 
ALLAMBEE RESERVE,Electorate,Mcmillan,VIC 
BOORT (FOOTBALL CLUB AND HARNESS RACING OVAL) NEIGHBOURHOOD SAFER PLACE,Electorate,Murray,VIC 
ALLAMBEE RESERVE,Electorate,Mcmillan,VIC 
Hardy,Electorate,Grey,SA 
